amount,count,relative
16047.0,1,0.0003
16048.0,3,0.0008
16049.0,1,0.0003
16051.0,1,0.0003
16053.0,1,0.0003
16054.0,1,0.0003
16058.0,1,0.0003
16060.0,9,0.0023
16062.0,2,0.0005
16064.0,1,0.0003
16065.0,2,0.0005
16067.0,1,0.0003
16069.0,1,0.0003
16070.0,2,0.0005
16071.0,1,0.0003
16075.0,1,0.0003
16076.0,1,0.0003
16077.0,1,0.0003
16079.0,1,0.0003
16084.0,11,0.0028
16085.0,11,0.0028
16088.0,1,0.0003
16089.0,2,0.0005
16091.0,1,0.0003
16096.0,1,0.0003
16099.0,1,0.0003
16100.0,145,0.0366
16102.0,1,0.0003
16103.0,1,0.0003
16104.0,1,0.0003
16105.5,8,0.002
16106.0,1,0.0003
16108.0,1,0.0003
16110.0,1,0.0003
16114.0,1,0.0003
16115.0,3,0.0008
16117.0,2,0.0005
16118.0,1,0.0003
16119.0,1,0.0003
16120.0,2,0.0005
16124.0,1,0.0003
16125.0,2,0.0005
16127.0,1,0.0003
16128.0,2,0.0005
16129.0,5,0.0013
16130.0,27,0.0068
16131.0,1,0.0003
16132.0,1,0.0003
16134.0,1,0.0003
16136.0,26,0.0066
16139.0,1,0.0003
16141.0,12,0.003
16146.0,1,0.0003
16149.0,1,0.0003
16151.0,1,0.0003
16152.0,3,0.0008
16153.0,1,0.0003
16156.0,1,0.0003
16158.0,2,0.0005
16159.0,1,0.0003
16160.0,10,0.0025
16162.0,1,0.0003
16168.0,1,0.0003
16169.0,8,0.002
16172.0,8,0.002
16173.0,2,0.0005
16181.0,2,0.0005
16182.0,1,0.0003
16184.0,1,0.0003
16185.0,4,0.001
16190.0,2,0.0005
16191.0,1,0.0003
16193.0,1,0.0003
16194.0,2,0.0005
16196.0,2,0.0005
16197.0,3,0.0008
16200.0,126,0.0318
16203.0,7,0.0018
16205.0,1,0.0003
16206.0,2,0.0005
16208.0,1,0.0003
16209.0,1,0.0003
16210.0,1,0.0003
16212.0,1,0.0003
16215.0,1,0.0003
16217.0,1,0.0003
16220.0,1,0.0003
16224.0,2,0.0005
16225.0,2,0.0005
16226.0,1,0.0003
16229.0,1,0.0003
16230.0,31,0.0078
16235.0,2,0.0005
16238.0,1,0.0003
16240.0,2,0.0005
16241.0,1,0.0003
16248.0,9,0.0023
16250.0,1,0.0003
16252.0,1,0.0003
16256.0,1,0.0003
16257.0,4,0.001
16260.0,2,0.0005
16261.0,1,0.0003
16266.0,35,0.0088
16268.0,1,0.0003
16269.0,1,0.0003
16273.0,1,0.0003
16275.0,2,0.0005
16276.0,1,0.0003
16277.0,1,0.0003
16278.0,1,0.0003
16279.0,1,0.0003
16281.0,1,0.0003
16282.0,1,0.0003
16284.0,23,0.0058
16289.0,1,0.0003
16291.0,1,0.0003
16293.0,10,0.0025
16294.0,1,0.0003
16295.0,1,0.0003
16297.0,2,0.0005
16300.0,163,0.0411
16305.0,4,0.001
16309.0,1,0.0003
16310.0,1,0.0003
16311.0,8,0.002
16312.0,9,0.0023
16317.0,1,0.0003
16318.0,34,0.0086
16320.0,4,0.001
16326.0,1,0.0003
16330.0,1,0.0003
16331.0,1,0.0003
16333.0,1,0.0003
16335.0,1,0.0003
16337.0,31,0.0078
16338.0,1,0.0003
16339.0,17,0.0043
16340.0,1,0.0003
16341.0,3,0.0008
16343.0,1,0.0003
16344.0,3,0.0008
16345.0,1,0.0003
16347.0,1,0.0003
16348.0,1,0.0003
16349.0,1,0.0003
16351.0,1,0.0003
16353.0,1,0.0003
16354.0,1,0.0003
16355.0,1,0.0003
16356.0,1,0.0003
16358.0,36,0.0091
16359.0,1,0.0003
16360.0,1,0.0003
16362.0,1,0.0003
16363.0,1,0.0003
16366.0,1,0.0003
16369.0,4,0.001
16373.0,1,0.0003
16374.0,1,0.0003
16375.0,1,0.0003
16379.0,1,0.0003
16382.0,8,0.002
16385.0,1,0.0003
16386.0,1,0.0003
16388.0,2,0.0005
16391.0,2,0.0005
16392.0,39,0.0098
16394.0,2,0.0005
16395.0,1,0.0003
16397.0,1,0.0003
16399.0,1,0.0003
16400.0,140,0.0353
16401.0,1,0.0003
16402.0,2,0.0005
16404.0,1,0.0003
16405.0,1,0.0003
16406.0,1,0.0003
16407.0,1,0.0003
16410.0,1,0.0003
16411.0,32,0.0081
16412.0,1,0.0003
16413.0,5,0.0013
16414.0,1,0.0003
16415.0,13,0.0033
16416.0,1,0.0003
16417.0,6,0.0015
16421.0,2,0.0005
16422.0,32,0.0081
16423.0,7,0.0018
16429.0,2,0.0005
16430.0,6,0.0015
16431.0,30,0.0076
16438.0,2,0.0005
16442.0,1,0.0003
16443.0,1,0.0003
16452.0,1,0.0003
16454.0,1,0.0003
16455.0,3,0.0008
16457.0,7,0.0018
16461.0,1,0.0003
16466.0,1,0.0003
16469.0,1,0.0003
16471.0,2,0.0005
16472.0,1,0.0003
16474.0,5,0.0013
16475.0,1,0.0003
16478.0,2,0.0005
16480.0,3,0.0008
16486.0,1,0.0003
16487.0,2,0.0005
16488.0,1,0.0003
16490.0,1,0.0003
16492.0,1,0.0003
16494.0,2,0.0005
16495.0,1,0.0003
16499.0,1,0.0003
16500.0,161,0.0406
16506.0,3,0.0008
16508.0,1,0.0003
16510.0,1,0.0003
16519.0,31,0.0078
16521.0,1,0.0003
16522.0,1,0.0003
16527.0,1,0.0003
16530.0,1,0.0003
16531.0,1,0.0003
16533.0,2,0.0005
16538.0,2,0.0005
16540.0,1,0.0003
16543.0,2,0.0005
16545.0,1,0.0003
16546.0,3,0.0008
16548.0,13,0.0033
16549.0,2,0.0005
16550.0,1,0.0003
16555.0,1,0.0003
16560.0,3,0.0008
16562.0,1,0.0003
16563.0,1,0.0003
16566.0,1,0.0003
16568.0,1,0.0003
16571.0,3,0.0008
16572.0,3,0.0008
16575.0,1,0.0003
16576.0,37,0.0093
16580.0,1,0.0003
16585.0,1,0.0003
16587.0,1,0.0003
16588.0,1,0.0003
16589.0,1,0.0003
16590.0,2,0.0005
16591.0,1,0.0003
16592.0,30,0.0076
16595.0,1,0.0003
16598.0,1,0.0003
16600.0,172,0.0434
16601.0,1,0.0003
16605.0,1,0.0003
16610.0,1,0.0003
16611.0,1,0.0003
16612.0,1,0.0003
16613.0,1,0.0003
16614.0,4,0.001
16616.0,1,0.0003
16623.0,38,0.0096
16627.0,2,0.0005
16632.0,1,0.0003
16633.0,2,0.0005
16634.0,1,0.0003
16636.5,1,0.0003
16637.0,1,0.0003
16639.0,1,0.0003
16640.0,11,0.0028
16641.0,1,0.0003
16644.0,1,0.0003
16646.0,39,0.0098
16649.0,1,0.0003
16650.0,2,0.0005
16654.0,57,0.0144
16654.5,4,0.001
16658.0,2,0.0005
16664.0,33,0.0083
16665.0,1,0.0003
16666.0,1,0.0003
16667.0,1,0.0003
16668.0,1,0.0003
16671.0,1,0.0003
16676.0,9,0.0023
16677.0,15,0.0038
16678.0,1,0.0003
16679.0,1,0.0003
16686.0,1,0.0003
16687.0,1,0.0003
16689.0,4,0.001
16692.0,13,0.0033
16694.0,1,0.0003
16695.0,1,0.0003
16696.0,2,0.0005
16700.0,166,0.0418
16703.0,1,0.0003
16704.0,1,0.0003
16706.0,7,0.0018
16707.0,1,0.0003
16709.0,1,0.0003
16711.0,2,0.0005
16712.0,1,0.0003
16713.0,4,0.001
16714.0,6,0.0015
16717.0,1,0.0003
16718.0,2,0.0005
16721.0,1,0.0003
16722.0,2,0.0005
16723.0,1,0.0003
16726.0,3,0.0008
16727.0,2,0.0005
16728.0,1,0.0003
16729.0,2,0.0005
16730.0,2,0.0005
16732.0,1,0.0003
16733.0,7,0.0018
16739.0,1,0.0003
16740.0,1,0.0003
16743.0,1,0.0003
16746.0,1,0.0003
16751.0,1,0.0003
16752.0,1,0.0003
16753.0,1,0.0003
16754.0,1,0.0003
16756.0,6,0.0015
16758.0,2,0.0005
16759.0,1,0.0003
16760.0,1,0.0003
16763.0,1,0.0003
16768.0,10,0.0025
16771.0,26,0.0066
16772.0,1,0.0003
16775.0,1,0.0003
16776.0,1,0.0003
16779.0,1,0.0003
16781.0,1,0.0003
16784.0,1,0.0003
16785.0,1,0.0003
16786.0,1,0.0003
16792.0,1,0.0003
16800.0,120,0.0303
16804.0,1,0.0003
16806.0,1,0.0003
16807.0,1,0.0003
16810.0,2,0.0005
16812.0,1,0.0003
16815.0,1,0.0003
16817.0,1,0.0003
16818.0,3,0.0008
16820.0,5,0.0013
16821.0,1,0.0003
16822.0,1,0.0003
16823.0,2,0.0005
16824.0,33,0.0083
16825.0,1,0.0003
16827.0,2,0.0005
16832.0,1,0.0003
16835.0,1,0.0003
16837.0,1,0.0003
16840.0,1,0.0003
16842.0,1,0.0003
16846.0,9,0.0023
16849.0,1,0.0003
16850.0,21,0.0053
16851.0,2,0.0005
16852.0,15,0.0038
16853.0,2,0.0005
16854.0,2,0.0005
16856.0,7,0.0018
16860.0,2,0.0005
16862.0,1,0.0003
16863.0,1,0.0003
16866.0,2,0.0005
16869.0,1,0.0003
16870.0,1,0.0003
16871.0,3,0.0008
16873.0,27,0.0068
16878.0,1,0.0003
16880.0,4,0.001
16883.0,1,0.0003
16885.0,1,0.0003
16887.0,10,0.0025
16889.0,1,0.0003
16890.0,4,0.001
16894.0,1,0.0003
16895.0,6,0.0015
16896.0,1,0.0003
16900.0,155,0.0391
16901.0,1,0.0003
16902.0,4,0.001
16903.0,3,0.0008
16905.0,1,0.0003
16908.0,8,0.002
16909.0,21,0.0053
16913.0,2,0.0005
16918.0,1,0.0003
16919.0,2,0.0005
16920.0,1,0.0003
16922.0,1,0.0003
16923.0,1,0.0003
16926.0,2,0.0005
16927.0,38,0.0096
16930.0,1,0.0003
16933.0,5,0.0013
16935.0,1,0.0003
16936.0,2,0.0005
16937.0,32,0.0081
16940.0,5,0.0013
16942.0,1,0.0003
16943.0,1,0.0003
16944.0,1,0.0003
16946.0,2,0.0005
16947.0,1,0.0003
16948.0,2,0.0005
16949.0,1,0.0003
16950.0,1,0.0003
16952.0,1,0.0003
16954.0,1,0.0003
16955.0,1,0.0003
16959.0,1,0.0003
16960.0,6,0.0015
16961.0,2,0.0005
16962.0,1,0.0003
16965.0,2,0.0005
16966.0,2,0.0005
16967.0,1,0.0003
16968.0,1,0.0003
16969.0,1,0.0003
16974.0,2,0.0005
16976.0,5,0.0013
16980.0,37,0.0093
16983.0,1,0.0003
16986.0,1,0.0003
16987.0,2,0.0005
16988.0,2,0.0005
16990.0,1,0.0003
16991.0,1,0.0003
16993.0,16,0.004
16998.0,1,0.0003
16999.0,1,0.0003
17000.0,134,0.0338
17001.0,18,0.0045
17002.0,2,0.0005
17005.0,1,0.0003
17006.0,3,0.0008
17009.0,1,0.0003
17014.0,1,0.0003
17019.0,1,0.0003
17020.0,7,0.0018
17024.0,1,0.0003
17026.0,2,0.0005
17031.0,1,0.0003
17032.0,1,0.0003
17035.0,1,0.0003
17036.0,1,0.0003
17040.0,1,0.0003
17042.0,1,0.0003
17045.0,1,0.0003
17046.0,1,0.0003
17048.0,1,0.0003
17049.0,18,0.0045
17050.0,1,0.0003
17052.0,4,0.001
17058.0,1,0.0003
17059.0,1,0.0003
17059.5,3,0.0008
17060.0,1,0.0003
17065.0,32,0.0081
17066.0,5,0.0013
17067.0,2,0.0005
17068.0,1,0.0003
17069.0,3,0.0008
17071.0,1,0.0003
17075.0,1,0.0003
17079.0,2,0.0005
17081.0,2,0.0005
17084.0,1,0.0003
17087.0,1,0.0003
17088.0,2,0.0005
17091.0,1,0.0003
17094.0,1,0.0003
17098.0,2,0.0005
17100.0,136,0.0343
17102.0,7,0.0018
17104.0,1,0.0003
17105.0,1,0.0003
17106.0,3,0.0008
17115.0,3,0.0008
17116.0,1,0.0003
17117.0,1,0.0003
17118.0,4,0.001
17120.0,9,0.0023
17123.0,2,0.0005
17129.0,27,0.0068
17132.0,2,0.0005
17136.0,1,0.0003
17143.0,1,0.0003
17144.0,8,0.002
17145.0,2,0.0005
17147.0,1,0.0003
17149.0,2,0.0005
17153.0,1,0.0003
17155.0,1,0.0003
17157.0,3,0.0008
17158.0,1,0.0003
17159.0,2,0.0005
17160.0,1,0.0003
17162.0,2,0.0005
17168.0,2,0.0005
17169.0,7,0.0018
17172.0,7,0.0018
17173.0,2,0.0005
17174.0,6,0.0015
17176.0,1,0.0003
17179.0,1,0.0003
17190.0,1,0.0003
17194.0,2,0.0005
17199.0,7,0.0018
17200.0,120,0.0303
17204.0,2,0.0005
17205.0,15,0.0038
17207.0,1,0.0003
17209.0,1,0.0003
17209.5,3,0.0008
17212.0,1,0.0003
17213.0,1,0.0003
17214.0,1,0.0003
17223.0,1,0.0003
17225.0,1,0.0003
17226.0,1,0.0003
17228.0,1,0.0003
17229.0,2,0.0005
17232.0,1,0.0003
17234.0,1,0.0003
17238.0,1,0.0003
17241.0,10,0.0025
17250.0,1,0.0003
17251.0,1,0.0003
17252.0,1,0.0003
17256.0,1,0.0003
17258.0,1,0.0003
17259.0,1,0.0003
17263.0,1,0.0003
17268.0,32,0.0081
17271.0,1,0.0003
17272.0,1,0.0003
17273.0,1,0.0003
17277.0,8,0.002
17278.0,38,0.0096
17279.0,36,0.0091
17280.0,7,0.0018
17281.0,1,0.0003
17282.0,2,0.0005
17283.0,1,0.0003
17287.0,35,0.0088
17288.0,36,0.0091
17289.0,1,0.0003
17291.0,1,0.0003
17293.0,3,0.0008
17296.0,13,0.0033
17299.0,1,0.0003
17300.0,135,0.034
17302.0,1,0.0003
17304.0,1,0.0003
17306.0,1,0.0003
17307.0,8,0.002
17308.0,35,0.0088
17310.0,1,0.0003
17311.0,1,0.0003
17312.0,1,0.0003
17313.0,10,0.0025
17314.0,16,0.004
17317.0,2,0.0005
17322.0,4,0.001
17323.0,1,0.0003
17329.0,1,0.0003
17330.0,2,0.0005
17331.0,13,0.0033
17333.0,1,0.0003
17336.0,1,0.0003
17337.0,2,0.0005
17339.0,1,0.0003
17345.0,3,0.0008
17346.0,20,0.005
17347.0,32,0.0081
17352.0,1,0.0003
17353.0,1,0.0003
17354.0,3,0.0008
17355.0,1,0.0003
17357.0,1,0.0003
17358.0,12,0.003
17359.0,1,0.0003
17362.0,2,0.0005
17366.0,43,0.0108
17370.0,9,0.0023
17371.0,1,0.0003
17376.0,8,0.002
17380.0,1,0.0003
17380.5,8,0.002
17381.0,1,0.0003
17383.0,1,0.0003
17384.0,1,0.0003
17385.0,37,0.0093
17387.0,1,0.0003
17388.0,2,0.0005
17394.0,1,0.0003
17397.0,2,0.0005
17400.0,132,0.0333
17404.0,1,0.0003
17408.0,1,0.0003
17413.0,1,0.0003
17414.0,1,0.0003
17415.0,1,0.0003
17416.0,2,0.0005
17419.0,1,0.0003
17420.0,1,0.0003
17422.0,2,0.0005
17425.0,1,0.0003
17426.0,1,0.0003
17427.0,1,0.0003
17428.0,1,0.0003
17430.0,1,0.0003
17432.0,1,0.0003
17434.0,6,0.0015
17436.0,4,0.001
17438.0,1,0.0003
17439.0,1,0.0003
17440.0,6,0.0015
17441.0,1,0.0003
17443.0,1,0.0003
17445.0,2,0.0005
17446.0,1,0.0003
17447.0,1,0.0003
17448.0,40,0.0101
17449.0,1,0.0003
17450.0,2,0.0005
17451.0,2,0.0005
17459.0,1,0.0003
17461.0,1,0.0003
17464.0,1,0.0003
17465.0,30,0.0076
17467.0,13,0.0033
17468.0,2,0.0005
17472.0,1,0.0003
17475.0,11,0.0028
17477.0,43,0.0108
17478.0,35,0.0088
17479.0,1,0.0003
17480.0,1,0.0003
17481.0,1,0.0003
17488.0,1,0.0003
17489.0,1,0.0003
17491.0,2,0.0005
17493.0,23,0.0058
17495.0,32,0.0081
17497.0,1,0.0003
17498.0,1,0.0003
17499.0,1,0.0003
17500.0,113,0.0285
17501.0,2,0.0005
17503.0,1,0.0003
17504.0,1,0.0003
17508.0,1,0.0003
17513.0,3,0.0008
17515.0,1,0.0003
17516.0,35,0.0088
17518.0,1,0.0003
17519.0,1,0.0003
17520.0,1,0.0003
17521.0,2,0.0005
17522.0,1,0.0003
17523.0,1,0.0003
17528.0,11,0.0028
17531.0,30,0.0076
17532.0,2,0.0005
17533.0,1,0.0003
17534.0,1,0.0003
17536.0,1,0.0003
17538.0,1,0.0003
17544.0,1,0.0003
17545.0,1,0.0003
17546.0,1,0.0003
17556.0,18,0.0045
17557.0,1,0.0003
17558.0,1,0.0003
17560.5,7,0.0018
17561.0,2,0.0005
17564.0,1,0.0003
17565.0,38,0.0096
17567.0,1,0.0003
17568.0,3,0.0008
17569.0,1,0.0003
17570.0,1,0.0003
17572.0,1,0.0003
17575.0,2,0.0005
17580.0,2,0.0005
17582.0,1,0.0003
17584.0,1,0.0003
17585.0,12,0.003
17587.0,1,0.0003
17592.0,19,0.0048
17594.0,1,0.0003
17595.0,3,0.0008
17600.0,134,0.0338
17601.0,1,0.0003
17605.0,1,0.0003
17606.0,17,0.0043
17608.0,1,0.0003
17609.0,2,0.0005
17612.0,1,0.0003
17613.0,1,0.0003
17615.0,1,0.0003
17617.0,1,0.0003
17622.0,2,0.0005
17623.0,26,0.0066
17624.0,3,0.0008
17625.0,1,0.0003
17628.0,1,0.0003
17629.0,2,0.0005
17630.0,1,0.0003
17632.0,5,0.0013
17636.0,1,0.0003
17637.0,7,0.0018
17638.0,7,0.0018
17640.0,2,0.0005
17642.0,1,0.0003
17643.0,1,0.0003
17644.0,8,0.002
17645.0,1,0.0003
17652.0,1,0.0003
17653.0,2,0.0005
17656.0,5,0.0013
17657.0,1,0.0003
17659.0,1,0.0003
17660.0,30,0.0076
17661.0,2,0.0005
17662.0,4,0.001
17663.0,1,0.0003
17664.0,1,0.0003
17666.0,1,0.0003
17667.0,1,0.0003
17668.0,1,0.0003
17671.0,1,0.0003
17672.0,1,0.0003
17673.0,1,0.0003
17675.0,1,0.0003
17678.0,1,0.0003
17680.0,1,0.0003
17681.0,1,0.0003
17682.0,6,0.0015
17683.0,1,0.0003
17684.0,1,0.0003
17685.0,1,0.0003
17686.0,3,0.0008
17687.0,2,0.0005
17693.0,1,0.0003
17696.0,30,0.0076
17699.0,1,0.0003
17700.0,125,0.0315
17701.0,13,0.0033
17704.5,6,0.0015
17709.0,1,0.0003
17713.0,1,0.0003
17714.0,9,0.0023
17719.0,1,0.0003
17722.0,1,0.0003
17724.0,1,0.0003
17730.0,1,0.0003
17731.0,1,0.0003
17733.0,1,0.0003
17734.0,2,0.0005
17735.0,30,0.0076
17737.0,1,0.0003
17739.0,1,0.0003
17740.0,1,0.0003
17741.0,2,0.0005
17743.0,2,0.0005
17745.0,5,0.0013
17746.0,1,0.0003
17747.0,2,0.0005
17750.0,2,0.0005
17752.0,20,0.005
17753.0,2,0.0005
17756.0,1,0.0003
17758.0,8,0.002
17760.0,1,0.0003
17761.0,1,0.0003
17762.0,8,0.002
17763.0,1,0.0003
17765.0,44,0.0111
17766.0,12,0.003
17767.5,6,0.0015
17770.0,2,0.0005
17771.0,2,0.0005
17772.0,5,0.0013
17773.0,1,0.0003
17775.0,2,0.0005
17777.0,1,0.0003
17778.0,20,0.005
17782.0,3,0.0008
17783.0,1,0.0003
17785.0,1,0.0003
17786.0,3,0.0008
17790.0,1,0.0003
17792.0,1,0.0003
17793.0,8,0.002
17794.0,1,0.0003
17800.0,131,0.033
17801.0,2,0.0005
17803.0,1,0.0003
17804.0,1,0.0003
17806.0,1,0.0003
17807.0,1,0.0003
17808.0,1,0.0003
17811.0,4,0.001
17813.0,1,0.0003
17814.0,3,0.0008
17816.0,1,0.0003
17823.0,1,0.0003
17827.0,1,0.0003
17829.0,6,0.0015
17831.0,1,0.0003
17833.0,3,0.0008
17833.5,7,0.0018
17836.0,1,0.0003
17836.5,6,0.0015
17837.0,1,0.0003
17838.0,1,0.0003
17842.0,2,0.0005
17845.0,2,0.0005
17846.0,1,0.0003
17850.0,1,0.0003
17853.0,19,0.0048
17857.0,1,0.0003
17858.0,1,0.0003
17859.0,1,0.0003
17864.0,8,0.002
17865.0,2,0.0005
17867.0,1,0.0003
17868.0,1,0.0003
17869.0,1,0.0003
17870.0,1,0.0003
17871.0,3,0.0008
17873.0,1,0.0003
17874.0,36,0.0091
17875.0,5,0.0013
17877.0,1,0.0003
17878.0,6,0.0015
17879.0,1,0.0003
17881.0,2,0.0005
17882.0,1,0.0003
17883.0,8,0.002
17885.0,1,0.0003
17890.0,5,0.0013
17894.0,1,0.0003
17895.0,16,0.004
17897.0,1,0.0003
17898.0,1,0.0003
17899.0,1,0.0003
17900.0,100,0.0252
17903.0,1,0.0003
17904.0,36,0.0091
17914.0,38,0.0096
17915.0,5,0.0013
17916.0,7,0.0018
17917.0,2,0.0005
17918.0,1,0.0003
17919.0,2,0.0005
17920.0,4,0.001
17921.0,21,0.0053
17922.0,1,0.0003
17925.0,1,0.0003
17927.0,8,0.002
17934.0,2,0.0005
17938.0,1,0.0003
17941.0,1,0.0003
17942.0,3,0.0008
17943.0,1,0.0003
17949.0,1,0.0003
17952.0,1,0.0003
17955.0,8,0.002
17956.0,1,0.0003
17957.0,3,0.0008
17958.0,1,0.0003
17959.0,3,0.0008
17961.0,1,0.0003
17963.0,1,0.0003
17966.0,7,0.0018
17967.0,1,0.0003
17968.0,2,0.0005
17974.0,1,0.0003
17976.0,1,0.0003
17978.0,1,0.0003
17980.0,76,0.0192
17982.0,1,0.0003
17983.0,1,0.0003
17985.0,2,0.0005
17987.0,1,0.0003
17989.0,3,0.0008
17995.0,2,0.0005
17997.0,1,0.0003
18000.0,118,0.0297
18004.0,1,0.0003
18005.0,1,0.0003
18007.0,1,0.0003
18016.0,1,0.0003
18017.0,3,0.0008
18018.0,9,0.0023
18020.0,1,0.0003
18021.0,1,0.0003
18022.0,11,0.0028
18025.0,1,0.0003
18026.0,1,0.0003
18027.0,35,0.0088
18028.0,1,0.0003
18029.0,2,0.0005
18042.0,1,0.0003
18052.0,1,0.0003
18053.0,1,0.0003
18055.0,1,0.0003
18056.0,1,0.0003
18057.0,31,0.0078
18060.0,2,0.0005
18061.0,1,0.0003
18064.0,2,0.0005
18064.5,8,0.002
18065.0,1,0.0003
18068.0,46,0.0116
18069.0,6,0.0015
18070.0,1,0.0003
18071.0,2,0.0005
18076.0,1,0.0003
18078.0,1,0.0003
18080.0,2,0.0005
18081.0,6,0.0015
18088.0,6,0.0015
18089.0,12,0.003
18091.0,1,0.0003
18093.0,1,0.0003
18094.0,1,0.0003
18095.0,1,0.0003
18099.0,2,0.0005
18100.0,127,0.032
18101.0,2,0.0005
18102.0,6,0.0015
18103.0,1,0.0003
18109.0,6,0.0015
18110.0,2,0.0005
18113.0,1,0.0003
18115.0,2,0.0005
18116.0,1,0.0003
18119.0,1,0.0003
18120.0,1,0.0003
18121.0,1,0.0003
18122.0,7,0.0018
18125.0,1,0.0003
18126.0,1,0.0003
18129.0,1,0.0003
18132.0,2,0.0005
18140.0,1,0.0003
18142.0,2,0.0005
18144.0,1,0.0003
18146.0,38,0.0096
18150.0,1,0.0003
18155.0,1,0.0003
18158.0,1,0.0003
18159.0,7,0.0018
18171.0,2,0.0005
18172.0,1,0.0003
18175.0,2,0.0005
18176.0,1,0.0003
18177.0,1,0.0003
18182.0,6,0.0015
18183.0,1,0.0003
18189.0,1,0.0003
18190.0,1,0.0003
18191.0,1,0.0003
18193.5,6,0.0015
18194.0,7,0.0018
18196.0,3,0.0008
18198.0,1,0.0003
18200.0,107,0.027
18201.0,2,0.0005
18203.0,20,0.005
18206.0,2,0.0005
18207.0,12,0.003
18209.0,1,0.0003
18210.0,3,0.0008
18211.0,4,0.001
18217.0,2,0.0005
18218.0,1,0.0003
18219.0,1,0.0003
18220.0,34,0.0086
18221.0,2,0.0005
18222.0,2,0.0005
18228.0,2,0.0005
18230.0,1,0.0003
18231.0,2,0.0005
18232.0,10,0.0025
18234.0,2,0.0005
18237.0,2,0.0005
18240.0,1,0.0003
18241.0,1,0.0003
18243.0,1,0.0003
18245.0,1,0.0003
18250.0,1,0.0003
18253.0,1,0.0003
18254.0,1,0.0003
18257.0,1,0.0003
18260.0,1,0.0003
18262.0,2,0.0005
18264.0,1,0.0003
18265.0,1,0.0003
18268.0,2,0.0005
18269.0,1,0.0003
18270.0,2,0.0005
18272.0,1,0.0003
18276.0,2,0.0005
18278.0,33,0.0083
18280.0,1,0.0003
18283.0,1,0.0003
18284.0,1,0.0003
18285.0,1,0.0003
18286.0,11,0.0028
18291.0,4,0.001
18292.0,1,0.0003
18296.0,1,0.0003
18299.0,36,0.0091
18300.0,137,0.0345
18306.0,2,0.0005
18309.0,1,0.0003
18310.0,1,0.0003
18312.0,1,0.0003
18315.0,1,0.0003
18317.0,1,0.0003
18319.0,1,0.0003
18320.0,2,0.0005
18321.0,1,0.0003
18322.0,2,0.0005
18324.0,2,0.0005
18325.0,2,0.0005
18326.0,1,0.0003
18327.0,1,0.0003
18333.0,1,0.0003
18335.0,2,0.0005
18337.0,1,0.0003
18338.0,1,0.0003
18339.0,2,0.0005
18340.0,1,0.0003
18346.0,2,0.0005
18347.0,39,0.0098
18348.0,1,0.0003
18350.0,3,0.0008
18352.0,1,0.0003
18357.0,1,0.0003
18359.0,1,0.0003
18362.0,2,0.0005
18363.0,1,0.0003
18365.0,1,0.0003
18366.0,1,0.0003
18367.0,1,0.0003
18367.5,8,0.002
18369.0,1,0.0003
18372.0,36,0.0091
18373.0,1,0.0003
18375.0,1,0.0003
18376.0,1,0.0003
18378.0,3,0.0008
18382.0,1,0.0003
18383.0,1,0.0003
18386.0,1,0.0003
18388.0,1,0.0003
18390.0,1,0.0003
18391.0,11,0.0028
18393.0,1,0.0003
18395.0,36,0.0091
18397.0,14,0.0035
18399.0,1,0.0003
18400.0,99,0.025
18403.0,1,0.0003
18404.0,1,0.0003
18412.0,3,0.0008
18412.5,6,0.0015
18413.0,1,0.0003
18414.0,2,0.0005
18415.0,1,0.0003
18416.0,7,0.0018
18419.0,1,0.0003
18420.0,2,0.0005
18422.0,1,0.0003
18423.0,3,0.0008
18424.0,1,0.0003
18425.0,2,0.0005
18426.0,1,0.0003
18427.0,1,0.0003
18428.0,1,0.0003
18436.0,1,0.0003
18437.0,1,0.0003
18438.0,20,0.005
18440.0,1,0.0003
18441.0,1,0.0003
18445.0,1,0.0003
18446.0,4,0.001
18447.0,8,0.002
18450.0,1,0.0003
18451.0,1,0.0003
18452.0,1,0.0003
18454.0,1,0.0003
18456.0,2,0.0005
18458.0,1,0.0003
18459.0,1,0.0003
18461.0,1,0.0003
18463.0,1,0.0003
18465.0,6,0.0015
18467.0,37,0.0093
18469.0,35,0.0088
18471.0,11,0.0028
18472.0,1,0.0003
18477.0,3,0.0008
18478.0,1,0.0003
18481.0,1,0.0003
18484.0,1,0.0003
18491.0,4,0.001
18495.0,1,0.0003
18497.0,39,0.0098
18498.0,1,0.0003
18499.0,2,0.0005
18500.0,137,0.0345
18504.0,4,0.001
18506.0,3,0.0008
18507.0,1,0.0003
18510.0,1,0.0003
18512.0,1,0.0003
18513.0,1,0.0003
18521.0,29,0.0073
18522.0,2,0.0005
18524.0,1,0.0003
18525.0,1,0.0003
18526.0,1,0.0003
18527.0,2,0.0005
18530.0,1,0.0003
18533.0,1,0.0003
18537.0,1,0.0003
18540.0,1,0.0003
18543.0,1,0.0003
18547.0,1,0.0003
18549.0,3,0.0008
18552.0,4,0.001
18553.0,2,0.0005
18555.0,1,0.0003
18558.0,1,0.0003
18560.0,6,0.0015
18561.0,1,0.0003
18562.0,1,0.0003
18565.0,1,0.0003
18569.0,1,0.0003
18572.0,1,0.0003
18575.0,1,0.0003
18577.0,2,0.0005
18578.0,1,0.0003
18581.0,1,0.0003
18582.0,2,0.0005
18591.0,1,0.0003
18592.0,6,0.0015
18594.0,1,0.0003
18595.0,1,0.0003
